0000.00-0000,J GRADE 190 PROOF INDUSTRIAL ETHANOL  J GRADE 190 PROOF INDUSTRIAL ETHANOL 
3302.10-1000,Nonrefractory surfacing preparation
3302.10-1000,Nonrefractory surfacing preparations
3303.00-2000,Nonrefractory surfacing preparations WHITEMENT I R.KOREA
3303.00-2000,Aqueous distillate FLORAL WATER FRANCE
3303.00-2000,Mixtures of odoriferous substances ANANAS FLAVOURING 74% VOL IN2 E2L0237  FRANCE
3304.99-1000,Mixtures of odoriferous substances PPEACH FLAVOURING 94% VOL IN2 E3L0225       FRANCE
3304.99-1000,Mixtures of odoriferous substance
3304.99-1000,Toilet waters TRUE ORIGINAL COLONGE(10048515)
3304.99-1000,Toilet waters MK HIGH INTENSITY COLOGNE SPRAY(10012494)
3304.99-1000,Toliet waters RED TEA AND  FIG DEO BODY SPRITZER U.S.A
3304.99-1000,Skin care cosmetic MARY KAY TIMEWISE 3IN1 CLEANSER(10026940)
3304.99-1000,Skin care cosmetics SUPER NATURE ALOE JAPAN
3304.99-1000,   (GEOMAR THALASSO SCRUB ILLUMINANT)  GEOMAR THALASSO SCRUB ILLUMINANT 600G  600G
3304.99-1000,Skin care cosmetics  Mary Kay AfterSun Replenishing Gel
3304.99-1000,Skin care cosmetics  TimeWise Body TargetedAction Toning Lotion  U.S.A
3304.99-1000,Skin care cosmetics LOTION TIMEWISE REFINE STEP 1 U.S.A
3304.99-9000,Skin care cosmetics CREAM MK EXTRA EMOLLIENT NIGHT U.S.A.
3304.99-9000,Skin care cosmetics HAND CREAM FRAGRANCE FREE
3304.99-9000,Skin care cosmetics  ACROPASS  R.KOREA
3305.90-9000,Skin care cosmetics IS1 R.KOREA
3305.90-9000,Skin care cosmetics IS2 R.KOREA
3305.90-9000,Functional cosmetics  TimeWise Body Hand and Decollete Cream Sunscreen SPF15  U.S.A
3306.90-2000,Functional cosmetics    R.KOREA
3307.49-0000,Functional cosmetics IS3 R.KOREA
3307.90-9000,Hair dye Volume Up Hair Color Spray 274 JAPAN
3307.90-9000,Hair dye Darling Hair Color Spray 74A JAPAN
3307.90-9000,Hair dye AMOROUS Hair Foundation A JAPAN
3307.90-9000,Denture fixative paste  Oral gel
3307.90-9000,Preparations for perfuming rooms HOME FRANGRANCE FRANCE
3307.90-9000,80
3402.13-9000,Other cosmetic GOODBYE KEANA JAPAN
3402.13-9000,Animal toilet preparations 90654 PR.CHNA
3402.13-9000,Animal toilet preparations  90650  PR.CHNA
3402.13-9000,Animal toilet preparations  90652  PR.CHNA
3402.13-9000,Animal perfuming preparations 90656 PR.CHNA
3402.20-1000,MPE1018    200KG STEEL DRUM
3402.20-1000,DDCA60    200KG STEEL DRUM
3402.20-1000,Organic surfaceactive agent
3402.20-1000,Organic surfaceactive agent
3402.20-1000,Organic surfaceactive agent
3402.20-1000,Washing preparations put up for retail sale LAUNDRY DETERGENT(12033) CANADA
3402.20-1000,Washing preparations put up for retail sale DISHWASHING LEQUID(13179) CANADA
3402.20-1000,Washing preparations put up for retail sale ALL PURPOSE(10180) CANADA
3402.20-2000,Washing preparations put up for retail sale LAUNDRY STAIN REMOVER LEQUID(12500) CANADA
3402.20-2000,
3402.20-2000,()
3402.20-2000,
3402.20-2000,Washing preparations put up for retail sale  Arm and Hammer Ultra Power 4X  U.S.A
3402.20-2000,Cleaning preparation ARCHITECT Concentrate Wash Buffer  abbott06C5488 GERMANY
3402.20-2000,Cleaning preparations put up for retail sale BATHROOM CLEANER(10480) CANADA
3402.90-1000,Cleaning preparations put up for retail sale DAILY SHOWER CLEANER(10380) CANADA
3402.90-1000,Cleaning preparations put up for retail sale DISINFECTANT CLEANER(10910) CANADA
3402.90-1000,()
3402.90-1000,Cleaning preparation  WASHING SOLUTION
3402.90-1000,Cleaning preparations  WASHING SOLUTION
3402.90-3000,Surfaceactive preparations AEROSOL
3402.90-3000,Surface active preparations  HS Rop7
3403.99-9000,Surfaceactive preparations  2501 COSMETIC WAX
3403.99-9000,Surfaceactive preparations  SuJiCLEANER 109.B
3403.99-9000,Surfaceactive preparations JET BLACK T303
3404.20-0000,Cleaning preparations Clean Card R.KOREA
3404.20-0000,Cleaning preparation    SuJiCLEANER 109.A
3404.20-0000,Release preparations SOLAR100
3404.20-0000,Release preparations SOLAR105
3404.20-0000,Release preparations SOLAR103
3404.20-0000,Artificial wax of polyethylene glycol METHYL POLYETHYLENE GLYCOL
3404.20-0000,Artificial wax of polyethylene glycol APEG2400 R.KOREA
3404.90-1030,Artificial wax of polyethylene glycol POLYETHYLENE GLYCOL
3404.90-1090,Artificial wax of polyethylene glycol  PEG4000  R.KOREA
3404.90-1090,Artificial wax of polyethylene glycol  MPEG1200  R.KOREA
3407.00-1000,Artificial wax of polyethylene glycol  VPEG2400  R.KOREA
3503.00-1010,Artificial wax of polyethylene glycol  MPEG2200  R.KOREA
3504.00-2030,Artificial waxes  POLYETHYLENE WAX  R.KOREA
3504.00-2030,Artificial wax GMS PR.CHNA
3504.00-2090,Artificial wax  PRE7070P  R.KOREA
3505.10-4090,Braceket set
3505.10-4090,Gelatin  ABSORBABLE GELATIN SPONGE POWDER  INDIA
3505.10-5090,Protein isolate of soybean ISP YX2001
3506.10-2000,Soy protein isolate CANADA
3506.10-2000,Protein substances  NORWAY
3506.10-2000,Pregelatinised starch GEMGEL For Gypsum board manufacturing U.S.A
3506.10-2000,Pregelatinised starch SOLVICOL GP 45 PLUS NETHERL
3506.10-2000,Etherified starches  Cerealus 101 U.S.A
3506.10-2000,Adhesive  ALBEBOND 2000S
3506.10-9000,Adhesives
3506.10-9000,Adhesives
3506.91-0000,Adhesives
3506.91-0000,Silicone sealant SILICONE PRODUCTOR
3506.91-0000,Put up for retail sale as adhesive based on plastic
3506.91-0000,Prepared adhesive  KH 003 R.KOREA
3506.91-0000,Adhesive
3506.91-0000,Adhesives DUPONT(TM) DOUBLE SIDE TAPE STYLE 1310D GERMANY
3506.91-0000,Hot melt adhesive 
3506.91-0000,Adhesives ADHESIVE MATERIAL
3506.91-0000,Adhesives SVR1520K JAPAN
3506.91-0000,Adhesives SVR7600 JAPAN
3506.91-0000,Adhesives SVR1520 JAPAN
3506.91-0000,Adhesives SVR1120 JAPAN
3506.91-0000,Adhesives SVR5000 JAPAN
3506.91-0000,Hot melt adhesive  H235U  U.S.A
3506.91-0000,Hot melt adhesive FSA R.KOREA
3506.99-9000,Hot melt adhesive  AM510  R. KOREA
3507.90-9000,Hot Melt adhesive AM1400 R.KOREA
3507.90-9000,Hot Melt Adhesive
3507.90-9000,() ADHESIVE (POWDERED ADHESIVE)
3507.90-9000,Hot melt adhesive D3410 JAPAN
3507.90-9000,Prepared adhesive BAUVAD801A(UV )
3507.90-9000,Phytase Phosmor
3507.90-9000,Phytase Phosmor TT
3507.90-9000,Phytase Phosmor TT / Phytase 30
3507.90-9000,Prepared enzymes ProFare EZ313
3507.90-9000,Prepared enzymes ProFare EZ309 
3707.90-1090,Cellulase MEXAFEED DIGEST S INDIA
3707.90-1090,Prepared enzymes  Creazyme  PR.CHNA
3707.90-1090,Prepared enzymes Maxafeed Digest INDIA
3707.90-9200,Prepared enzymes NATUGRAIN TS GERMANY
3808.91-1000,Prepared enzymes Maxafeed Wheat INDIA
3808.92-1000,Photoresist Photo Spacer
3808.92-1000,Photoresist PHOTO RESIST CRBK0973L
3808.92-9000,Photoresist COLOR RESIST CRDC0350G
3808.93-1000,Toner  TMC014(B) TONER
3808.94-0000,Insecticides INDOXACARB U.S.A
3808.94-0000,Fungicide IPCONAZOLE TECH JAPAN
3808.94-0000,Fungicide TRITICONAZOLE TECH JAPAN
3808.99-9000,Fungicides  HEART   PR.CHNA
3808.99-9000,Herbicide Flupoxam WG
3809.91-0000,Disinfectant (BLOCKER)
3809.91-0000,Disinfectant   JAPAN
3809.92-0000,Disinfectants  RENO Sterilization Agent
3810.10-1000,Acaricide  AntiAllergen Solution  U.S.A
3810.10-9000,Acaricide DeMite Laundry Additive U.S.A
3812.10-9000,
3812.30-1000,Preparation of a kind used in the textile industries  SOFTSILICONE S150AC  R.KOREA
3812.30-1000,Preparation of a kind used in the paper Paper Thickness Improver PT8107 JAPAN
3814.00-2110,Pickling preparations for metal surfaces OPCACID CLEAN 115 R.KOREA
3815.19-2000,Soldering paste SOLDER PASTE  RMA010FP
3815.19-2000,Prepared rubber accelerators DINITROSOBENZENE HOMOPOLYMER
3815.19-9000,Antioxidising preparations ANOX BB021 R.KOREA
3815.90-1000,Anitaxidising preparations ANOX BB011 R.KOREA
3815.90-1000,Photoresist stripper  BMS903A
3815.90-1000,Catalyst
3815.90-1000,Catalyst
3815.90-1000,Supported catalysts IPA CATALYST GERMANY
3815.90-9000,Reaction initiator CHEMEXCND R.KOREA
3818.00-1000,Reaction initiators CHEMEXBND 75
3822.00-1012,Reaction initiators CHEMEX_OND
3822.00-1020,Reaction initiator CHEMEX_2EHPC R.KOREA
3822.00-1020,Reaction initiator CHEMEX_BPV R.KOREA
3822.00-1020,Catalysts  SM5
3822.00-1020,Silicon wafer
3822.00-1020,Prepared diagnostic reagents
3822.00-1020,      ()   
3822.00-1020,Prepared diagnostic Bact/ALERT SA(100 bottles/bx) U.S.A
3822.00-1020,Prepared diagnostic Bact/ALERT SN(100 bottles/bx) U.S.A
3822.00-1020,Diagnostic reagents E2A Breakapart Probe LPH019
3822.00-1020,Prepared diagnostic 259793 BACT/ALERT FN(100 bottles/bx) U.S.A
3822.00-2013,Prepared diagnostic 410852 BACT/ALERT FN PLUS(100 bottles/bx) U.S.A
3822.00-2020,Prepared diagnostic 410853 BACT/ALERT PF PLUS(100 bottles/bx) U.S.A
3822.00-2020,Prepared diagnostic 259794 BACT/ALERT PF(100 bottles/bx) U.S.A
3822.00-2099,Prepared diagnostic BACT/ALERT FA U.S.A
3823.19-1000,Prepared diagnostic reagents Bact/ALERT MP 100bottles/box
3824.71-9000,Prepared diagnostic  410851 Bact/ALERT FA PLUS  U.S.A
3824.90-6200,Laboratory reagent
3824.90-6200,Laboratory reagents Oligonucleotide Primer & Probes U.S.A
3824.90-6200,Laboratory reagents Flourescence duallabeled probe
3824.90-6200,PROVISC 0.55ML WET LAB
3824.90-6200,Industrial monocarboxylic fatty acids STEARIC ACID SINAR FAB(BEAD) INDONESIA
3824.90-6200,Chemical preparation  CapanatePF
3824.90-6200,Chemical preparation  ZIRCONIA POWDER ZPEX  JAPAN
3824.90-6400,Preparations for the manufacture of certain ceramic articles (artificial teeth
3824.90-6500,Preparations for the manufacture of certain ceramic articles (artificial teeth
3824.90-6500,Preparations for the manufacture of certain ceramic articles (artificial teeth
3824.90-6500,Chemical preparation  Zpex SmileYellow  JAPAN
3824.90-7100,Chemical preparation  Zpex  JAPAN
3824.90-7100,Chemical preparation  ZpexYellow  JAPAN
3824.90-7100,Hydrated silica gel
3824.90-7300,Antirust preparation  SuJi282XM
3824.90-7300,Antirust preparation  SuJi282XR
3824.90-7300,Antirust preparation SuJi235XR
3824.90-9069,Metal plating preparation RNS30 REPL R.KOREA
3824.90-9090,Metal plating preparations RNS30 M/U R.KOREA
3824.90-9090,Metal plating preparations  RNS30 NI CONC
3824.90-9090,Antifoaming agent ACP3000 ANTIFOAM COMPOUND U.S.A
3824.90-9090,Antifoaming agent  U.S.A
3824.90-9090,ANFOGEN200    20kg
3824.90-9090,Solutions for electronic cigarettes without nicotine  TRIBECA ELIQUID
3824.90-9090,Silica gel preparation PR.CHNA
3824.90-9090,Silica gel preparation PR.CHNA
3824.90-9090,Chemical preparations RECaSi Cored Wire
3824.90-9090,Chemical preparations PHYIVSOMEFC R.KOREA
3824.90-9090,Chemical preparations RECASI Briquette
3824.90-9090,Chemical preparations (RECASI) POWDER
3824.90-9090,Chemical preparations (RECASI) lUMP
3824.90-9090,Chemical preparations MA002 R.KOREA
3824.90-9090,Chemical preparations KAYARAD DPHALT JAPAN
3824.90-9090,Chemical preparation  RAPICON R15H R.KOREA
3824.90-9090,Chemical preparations FOOT PATCH AND PLASTER R.KOREA
3824.90-9090,Chemical preparation  PERTOL R730  JAPAN
3824.90-9090,Chemical preparation  ProPhorce SR710
3824.90-9090,Chemical preparations  Silver nanowire Ink  R.KOREA
3824.90-9090,Chemical preparation IP115++
3824.90-9090,Chemical perparations
3824.90-9090,Chemical preparations EXPOXY HARDNER EC301
3824.90-9090,Chemical preparation AntistaticAgent R.KOREA
3824.90-9090,Chemical preparation KIRAKURU DA12 R.KOREA
3824.90-9090,Chemical preparation KIRAKURU DAL10 R.KOREA
3824.90-9090,Chemical preparation PREPARED BINDERS
3824.90-9090,Chemical preparation OTHER COMPOUNDS
3824.90-9090,Chemical preparation  MEXMER TE
3824.90-9090,Chemical preparation KIRAKURU DAL20 JAPAN
3824.90-9090,Chemical preparation  Lovely complex
3824.90-9090,Chemical preparation    R.KOREA
3824.90-9090,HTS530()
3824.90-9090,HTS530()
3824.90-9090,HRA40()
3824.90-9090,HRA40()
3824.90-9090,PROSGEN300SS    20kg
3824.90-9090,Chemical preparation  VTSALT
3824.90-9090,Chemical preparation  PREPARED BINDERS  ACMER X1
3824.90-9090,Chemical preparations  CARBON ANODE MATERIAL(BSGL)
3824.90-9090,Chemical preparations  EPRL1WH3545  R.KOREA
3824.90-9090,Chemical preparations Surface Treatment Admafine Silica SC2500SQ JAPAN
3824.90-9090,Chemical preparation  CHEMEXBMA
3824.90-9090,Chemical preparation  Eco Water Spray Peasui(peace water)  JAPAN
3824.90-9090,Chemical preparations Kahl emulsion SCE GERMANY
3824.90-9090,Chemical preparations Crude BuOH(Ethoxylated Mono Butyl Ether) R.KOREA
3824.90-9090,Chemical preparation Crude BG(Crude Butyl Glycols) R.KOREA
3824.90-9090,Chemical preparation SeraSense SF CM56
3824.90-9090,Chemical preparations Nickel Cobalt Aluminium Oxide JAPAN
3824.90-9090,Chemical preparations SIO ENHANCER
3824.90-9090,Chemical preparation TZ3YS20A JAPAN
3824.90-9090,Chemical preparation TZ3YS20AB JAPAN
3824.90-9090,Chemical preparation PXA304P JAPAN
3824.90-9090,Chemical preparation TZBLACK JAPAN
3824.90-9090,Chemical preparation PXA321P JAPAN
3824.90-9090,Chemical preparation ZIRCONIA POWDER TZ3YSBE JAPAN
3825.69-0000,Chemical preparation ZIRCONIA POWDER TZ3YSBC JAPAN
3825.69-0000,Chemical preparation  TZ3YSB  JAPAN
3901.10-9000,Chemical preparation  TZBLACKB  JAPAN
3901.20-9000,Chemical preparation aquela  7.0
3901.20-9000,Chemical preparation LITHIUM IRON PHOSPHATE GERMANY
3901.20-9000,Chemical preparation 42795 FLUID R.KOREA
3901.30-0000,Other waste  MLCC INDEX  MLCC WASTE AND SCRAP  PR.CHNA
3901.90-0000,Other waste  MLCC WASTE AND SCRAP
3901.90-0000,Polyethylene
3901.90-0000,Polyethylene
3901.90-0000,Polyethylene
3901.90-0000,Polyethylene
3901.90-0000,Ethylenevinyl acetate copolymer  EVA  VS430
3901.90-0000,Ethyleneacrylic acid copolymer MICHEMFLEX HS100.S SINGAPORE
3901.90-0000,Ethylene copolymer
3901.90-0000,Ethylene copolymer
3901.90-0000,Ethylene copolymer
3901.90-0000,Other polymers of ethylene
3901.90-0000,Other polymers of ethylene
3902.10-0000,Other polymers of ethylene
3902.10-0000,Other polymers of ethylene
3902.10-0000,Ethylene copolymers
3902.10-0000,Ethylene copolymer
3902.10-0000,SEBS(StyreneEthylene/butyleneStyrene block copolymer) blend with polypropylene GELAST
3902.10-0000,SEBS(StyreneEthylene/butyleneStyrene block copolymer) blend with polypropylene FREXON
3902.30-0000,Polypropylene
3902.30-0000,Polypropylene
3902.30-0000,Polypropylene
3902.30-0000,Polypropylene
3902.30-0000,Polypropylene
3902.30-0000,Polypropylene
3902.30-0000,Propyleneethylene copolymer  POLYPROPYLENE COPOLYMER  J320
3902.30-0000,Propylene copolymers  L670M
3902.30-0000,Propylene copolymer  TPV INNOPRENE 1800B
3902.30-0000,Propylene copolymer  TPV INNOPRENE 5430B
3902.90-0000,Propylene copolymer  TPV INNOPRENE 2500B
3902.90-0000,Propylene copolymer  TPV INNOPRENE 5431B
3903.11-0000,Propylene copolymer  TPV INNOPRENE 5430BM
3903.19-0000,Propylene copolymer  TPV INNOPRENE 2400B
3903.90-1000,Propylene copolymer  TPV INNOPRENE 1870B
3903.90-1000,Propylene copolymer  TPV INNOPRENE 1730B
3903.90-1000,Polymer of other olefin
3903.90-1000,Polymer of other olefin TPE PLASTIC PARTICLES
3903.90-1000,PS INGOT   
3903.90-1000,Polystryene
3903.90-1000,Styrenebutadiene copolymer EXP2060.S SINGAPORE
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  DK13 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  KK38 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  KR03NW 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  KR05 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  KR05NW 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  KR99HG 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  XK44 
3903.90-1000,STYRENE BUTADIENE COPOLYMERKRESIN  KR03 
3904.22-0000,STYRENE BUTADIENE COPOLYMERKRESIN  DK11 
3906.90-9000,STYRENE BUTADIENE COPOLYMERKRESIN  XK40 
3906.90-9000,STYRENE BUTADIENE COPOLYMERKRESIN  KR10 
3906.90-9000,STYRENE BUTADIENE COPOLYMERKRESIN  KR53 
3907.20-1000,Styrenebutadiene copolymers
3907.20-2000,Styrenebutadiene copolymer HIPS Resin VE1897 R.KOREA
3907.20-2000,Plasticised poly (vinyl chloride) VISTOMER
3907.20-3000,890V
3907.20-3000,Acrylic copolymer in primary form  DK6800
3907.20-9000,Acrylic polymer in primary form  DK691
3907.20-9000,Polyethylene glycol copolymer  PEG400  R.KOREA
3907.20-9000,Polypropylene glycol
3907.20-9000,Polypropylene glycol
3907.20-9000,Polyphenylene oxide
3907.20-9000,Polyphenylene oxide
3907.20-9000,Polyepoxysuccinic acid PESA PR.CHNA
3907.20-9000,Methoxy polyethylene glycol copolymer MPEG450 R.KOREA
3907.30-1000,Other polyether
3907.30-9000,Other polyether
3907.99-9000,Other polyether
3907.99-9000,Other polyether
3908.10-2000,Other polyether
3908.10-2000,Other polyether
3908.10-2000,Epoxide resins for making semiconductor
3908.10-2000,Epoxy resin HJ EPIOLDE215 R.KOREA
3909.30-0000,Polyester polyol  GF 422  R.KOREA
3909.40-0000,Other polyester  PEA  R.KOREA
3909.50-0000,Polyamide6
3910.00-9010,Polyamide6
3910.00-9020,Polyamide6
3910.00-9020,Polyamide6
3910.00-9020,Other aminoresins polymeric MDI IBOND MDF EM 4330 U.S.A
3910.00-9090,Phenol resins
3910.00-9090,Polyurethane DF5081AP1 R.KOREA
3910.00-9090,Silicone oil PCA DIMETHICONE U.S.A
3910.00-9090,Silicone rubber  TS E100/60
3910.00-9090,UNCURED(NONVULCANIZATION) SILICONE RUBBER SHEET  TS E100/60/ 
3910.00-9090,UNCURED(NONVULCANIZATION) SEMIHIGH TENSILE STRENGTH SILICONE RUBBER SHEET  TS 103/60 
3911.90-9000,SILICONE RUBBER  9254 FABRIC TREATMENT 
3911.90-9000,Silicones in primary forms SLIP 250H R.KOREA
3913.90-9090,Silicone in primary form Antifoam M Compound U.S.A
3914.00-1000,Silicone in primary form Q72587 U.S.A
3914.00-9000,Silicone in primary form Antifoam C Emulsion U.S.A
3915.90-9000,Silicone in primary form Q72243 U.S.A
3916.20-0000,Polyketone resin
3916.20-0000,Other products specified in Note 3 to this Chapter
3916.90-1000,Modified natural polymers  Beneform 4000
3916.90-2000,Cationicexchanger based on polymer
3916.90-2000,Anionexchanger based on polymer
3916.90-2000,Waste of plastic  PR.CHNA
3917.21-1000,Profile shapes of polymer of vinyl chloride   PR.CHNA
3917.29-2000,Profile shapes of polymer of vinyl chloride   PR.CHNA
3917.29-9000,Profiles shapes of Plastics RUNG U.S.A
3917.29-9000,PAD BAND()  X31210C2501  EA
3917.32-1000,Profile shapes of polymer of propylene SEAL TUBE PACKING
3917.32-2000,Profile shapes of polymer of propylene  BRIM COVER  R.KOREA
3917.32-2000,Polyurethane pipe with fittings MKP R.KOREA
3917.32-9000,Hose of polyamides
3917.32-9000,Tube of plastics OUTER CASING PR.CHNA
3917.33-9000,PB(Polybutylene) Pipe  15mm
3917.33-9000,Flexible tube of polyethylene
3917.33-9000,Hose of polymers of vinyl chloride PVC tube  R.KOREA
3917.39-9000,Hose of polymers of vinyl chloride  PVC tube  R.KOREA
3917.40-0000,Flexible tube of polyurethane
3917.40-0000,Flexible tube of plastic PROTECTOR(SANTOPRENE) R.KOREA
3917.40-0000,ASSY HOSE AIR  DRUM   DC9715411D
3918.10-1000,Flexible hose of plastic
3918.90-0000,Tube of polypropylene  OVERFLOW PIECE FOR A3181  GERMANY
3918.90-0000,SILICONE HOSE AV216C646AD
3918.90-0000,Elbow YFA NIPPLE
3919.10-0000,Tee fitting D1 CONNECTOR T
3919.10-0000,NIPPLEF/TNK FIL VENT PIPE  7310050AA
3919.10-0000,Wall coverings HE85 0.2630500m/roll R.KOREA
3919.10-0000,MP05HOUSTOOL135
3919.10-0000,  MP04CNDY120
3919.90-0000,VALUE!
3919.90-0000,HAND CUTTING OFF FABRIC TAPE
3919.90-0000,Adhesive tape  KR700  R.KOREA
3919.90-0000,Selfadhesive tape of plastics
3919.90-0000,TESA 4972  DOUBLE SIDE TAPE  1240* 100
3919.90-0000,Selfadhesive film of plastics
3919.90-0000,Selfadhesive tape CLOTH ADHESIVE TAPE WK70UV R.KOREA
3919.90-0000,Selfadhesive film ANA061003A JAPAN
3919.90-0000,Selfadhesive film of plastics NAKAYO JAPAN
3919.90-0000,Selfadhesive film of plastics K508A209B JAPAN
3919.90-0000,Selfadhesive film of plastics 2NE00511A JAPAN
3919.90-0000,Selfadhesive film Cable Label R.KOREA
3919.90-0000,Selfadhesive film NC Label R.KOREA
3919.90-0000,Selfadhesive sheets  TAPE WINDOW BTM
3919.90-0000,Selfadhesive sheets PAD LCD
3919.90-0000,Selfadhesive sheet of plastics PU FOAM PAD R.KOREA
3919.90-0000,Selfadhesive sheet of plastics BK PE PAD
3919.90-0000,SELFADHESIVE SHEET OF PLASTIC
3919.90-0000,Selfadhesive plates
3919.90-0000,Selfadhesive sheets  SHEETHOUSING_SNP 620
3919.90-0000,Hole cover tape  356983  0471005
3919.90-0000,Selfadhesive other flat shapes of plastics
3919.90-0000,Selfadhesive strip of plastics
3919.90-0000,Selfadhesive film
3919.90-0000,Selfadhesive other flat shapes of plastics
3919.90-0000,Selfadhesive
3919.90-0000,Selfadhesive
3919.90-0000,Selfadhesive film PET FILM
3919.90-0000,Selfadhesive strip
3919.90-0000,Selfadhesive strip
3919.90-0000,51A  PTC0828  6.70*3.10
3919.90-0000,45A  PRC2062  12.78*15.41
3919.90-0000,JWTL50110  SGHI747  9.7mm x 4.18mm
3919.90-0000,31B  PRC1895  9.24*19.57
3919.90-0000,CRYSTALEX MOUNT FILM
3919.90-0000,Silicon Coating Film SDK75TT1_1 PR.CHNA
3920.10-0000,Selfadhesive film of plastics TEROSON RB 411H Hole Cover Tape R.KOREA
3920.10-0000,Selfadhesive sheet of plastics SELFADHESIVE PIATES SHEETS R.KOREA
3920.10-0000,Selfadhesive strip  E115080130  R.KOREA
3920.10-0000,Selfadhesive sheet of plastic DASH INSULATOR
3920.10-0000,Selfadhesive film of plastics  R.KOREA
3920.10-0000,PVC FOAM PAD  PVC FOAM PAD 
3920.10-0000,Selfadhesive film S7000BB30(12C16) JAPAN
3920.10-0000,Poly(ethylenevinyl acetate) sheet  PHOTOCAP 15580P
3920.10-0000,Polyethylene film Terra Hediterranean 6.80z chip R.KOREA
3920.20-0000,COVER TAPE  SKSM
3920.20-0000,POLYNEX SILKFEEL FILM
3920.20-0000,PERFEX SILVER FILM
3920.20-0000,Polyethylene film R.KOREA
3920.30-0000,Polyethylene film PLASTIC FILM R.KOREA
3920.30-0000,Polyethylene film PLASTIC FILM CDO Luncheon Ham 220g R.KOREA
3920.43-0000,Polyethylene film 50H R.KOREA
3920.43-0000,Polypropylene film POLYPROPYLENE (BOPP) FILM HSD21A / 25MIC X 1000MM X 4000M
3920.49-0000,###############################################################################################################################################################################################################################################################
3920.51-0000,Polypropylene film POLYPROPYLENE (BOPP) FILM PP11 / 
3920.62-0000,20MIC X 660MM X 6000M
3920.62-0000,SUPER TOUCH FILM
3920.62-0000,Polypropylene film BLOCKOUT BANNER SP610S R.KOREA
3920.62-0000,ASA HIGH GLOSS FOIL  (MEMBRANE)  (OVERLAY) 
3920.62-0000,plates of styrene polymers  FLAT SHEET
3920.62-0000,Plastic sheets  
3920.62-0000,Other film of poly(vinyl chloride)
3920.62-0000,Poly(vinyl chloride) sheet NDE001(WHITE UV) R.KOREA
3920.62-0000,ACRYLIC MAIN WINDOW
3920.62-0000,Poly(ethylene terephthalate) film
3920.62-0000,Poly(ethylene terephthalate) film  Release Film(Silicon Coating Film)  SDK75TT1  PR.CHNA
3920.62-0000,Poly(ethylene terephthalate) film  FFC JW30 WHITE
3920.62-0000,Other Film of poly(ethylene terephthalate) PET FILM
3920.62-0000,Poly(ethylene terephthalate) film tfc1 / 12micx600mmx3.00
3920.62-0000,SLEEKING FOIL FILM
3920.62-0000,LIGHT PROTECT FILM
3920.62-0000,Film of poly(ethylene terephthalate) ATMM R.KOREA
3920.62-0000,Poly(ethylene terephthalate) film MICRONEX FILM R.KOREA
3920.62-0000,Poly(ethylene terephthalate) film  PERFEX FILM  R.KOREA
3920.62-0000,Poly(ethylene terephthalate) film SDK75TT2 PR.CHNA
3920.62-0000,Poly(ethylene terephthalate) sheet PV BACKSHEET FOR SOLAR MODULE TPE35 R.KOREA
3920.62-0000,Poly(ethylene terephthalate) film PET BANNER SP110 R.KOREA
3920.62-0000,Poly(ethylene terephthalate) sheet PV BACKSHEET FOR SOLAR MODULE SPE35 R.KOREA
3920.62-0000,Poly(ethylene terephthalate) sheet  First Backsheet
3920.62-0000,Poly(ethylene terephthalate) film SEAMLESS RAINBOW PATTEN HOLOGRAM R.KOREA
3920.99-9090,Poly(ethylene terephthalate) film S5002B R.KOREA
3920.99-9090,Poly(ethylene terephthalate) film SS0375 R.KOREA
3920.99-9090,Poly(ethylene terephthalate) film PET FILM PATTERN RAINBOW SHIMLESS PR.CHNA
3920.99-9090,Poly(ethylene terephthalate) film POLYETHYLENE TEREPHTHAIATE FILM PR.CHNA
3920.99-9090,Poly(ethylene terephthalate) film T7505L50E2 PR.CHNA
3921.12-0000,Poly(ethylene terephthalate) film T5003L75 PR.CHNA
3921.12-0000,Poly(ethylene terephthalate) film S7403L25 PR.CHNA
3921.13-0000,Poly(ethylene terephthalate) film GT4104 PR.CHNA
3921.13-0000,Poly(ethylene terephthalate) film S7406L25 PR.CHNA
3921.13-0000,Polyurethane sheet CHAMELEON TPU R.KOREA
3921.13-0000,Polycycloolefin film  OXISY125900T50
3921.13-0000,Silicone rubber strip  SILICON/RUBBER  Z7209014701A
3921.13-0000,PQ1H  PUSKIN 0.1 
3921.13-0000,Polyurethane strip SQUEESEE LMC 70M JAPAN
3921.19-1010,Cellular sheet of polymers of vinyl chloride CONSOLE
3921.19-1010,Polyvinyl chloride cellular sheet
3921.19-1090,Polyurethane Foam
3921.19-1090,Polyurethane cellular sheet
3921.90-1000,Polyurethane sheet
3921.90-1000,VALUE!
3921.90-2000,Polyurethane cellular sheet with knitted fabrics P32R R.KOREA
3921.90-4020,Polyurethane cellular sheet
3921.90-9050,Polyurethane cellular sheet with knit fabric Door TrimCENTER PANER ( CLOTH )
3921.90-9050,Polyethylene cellular film
3921.90-9090,Polyethylene cellular sheet
